id,dep_delayed_15min
0,0.07036094838364598
1,0.0824889538313594
2,0.07368375192890962
3,0.2313241910974302
4,0.20560372094912482
5,0.09526720137640853
6,0.08092737870085355
7,0.21476748234505452
8,0.13510987910992128
9,0.2587027432478802
10,0.295652785112382
11,0.23498138535478288
12,0.10596761183323265
13,0.25783332083480154
14,0.09167261162979314
15,0.22916667092332801
16,0.0918515438131401
17,0.28655109764899905
18,0.356388413385083
19,0.06490410152405042
20,0.13451930520846048
21,0.07034717159706841
22,0.2557004086020185
23,0.17005479999997494
24,0.31131734938727823
25,0.28452070747531316
26,0.06949103606728174
27,0.07443316152670479
28,0.3723244819998178
29,0.1950659328831948
30,0.1356529106030615
31,0.23312342240327313
32,0.07214446821792597
33,0.2923147622590047
34,0.32424933766210856
35,0.2613024143196488
36,0.20977221646584462
37,0.18716871678559513
38,0.11585843126905011
39,0.25346028377261753
40,0.15491459443663788
41,0.3111591742646377
42,0.21323251956221612
43,0.29525490631961293
44,0.16741261217045772
45,0.22798606922551512
46,0.06140996701493118
47,0.11940097429399704
48,0.32270146739802164
49,0.13696696041550604
50,0.3243331229000043
51,0.08338071335088762
52,0.16426002086329985
53,0.3130188049740868
54,0.37555977978008076
55,0.0954925603469675
56,0.1852227061105092
57,0.3201259509543045
58,0.1010068239654939
59,0.357554870802699
60,0.10721768715899009
61,0.10839757410777008
62,0.1728358553341957
63,0.23203089085393286
64,0.18373601157111275
65,0.15198536758401981
66,0.07111759773599158
67,0.13243307879605365
68,0.11879471450318814
69,0.14973171376240274
70,0.07160803676038971
71,0.1939079071777522
72,0.25926570397971477
73,0.16316311118215449
74,0.4392836500433618
75,0.29566212904600225
76,0.10224164578188434
77,0.13327088895344397
78,0.1015731093318293
79,0.230056304675555
80,0.19282523789803946
81,0.1914123869569663
82,0.09191664822663881
83,0.1319391898852266
84,0.11412120011927435
85,0.06998343259647079
86,0.09242359462121999
87,0.23878626854459478
88,0.16419582862791818
89,0.152155653865319
90,0.2077903053212303
91,0.17380750844939977
92,0.11864324471561888
93,0.12259716868868323
94,0.17381130754566193
95,0.13761386530324243
96,0.2664625417973553
97,0.04311894518952848
98,0.19231146607941646
99,0.26540362837638826
100,0.14864647705174483
101,0.2096912829173021
102,0.08106267435716938
103,0.2403761281136519
104,0.06311146015752389
105,0.10372707513392639
106,0.216741017983814
107,0.09311384144064945
108,0.11800570498746074
109,0.25815346832950065
110,0.25941054654523266
111,0.19214812123136182
112,0.3787892134495927
113,0.07232662845983706
114,0.09430326507474761
115,0.13520847974946104
116,0.13031333062255612
117,0.3769504091055948
118,0.0910575877638276
119,0.15051156652387726
120,0.3197577994034725
121,0.23915229323077547
122,0.2956608312671975
123,0.23498765902948418
124,0.23751697907428124
125,0.08214657880943277
126,0.09406486451546922
127,0.07224630383273496
128,0.09536218592600797
129,0.4125769702520319
130,0.3723920615481864
131,0.13820056474346423
132,0.07319617691633173
133,0.11520543749047653
134,0.07082952216018552
135,0.3571914066369876
136,0.3449679643122305
137,0.19496662374438062
138,0.0739919245070926
139,0.09014851586393266
140,0.21495141214316868
141,0.14789847970684147
142,0.2063414998261909
143,0.3474342648880682
144,0.13320539605126147
145,0.35093505445035267
146,0.18395646235567956
147,0.2815207418650259
148,0.10513972699023487
149,0.372906287650447
150,0.31464500112669563
151,0.2897412954603107
152,0.10667461093176638
153,0.1632696740118678
154,0.24254001428114078
155,0.13491428162787533
156,0.25974796942561634
157,0.17350281881198903
158,0.2688989523979945
159,0.07181301784062455
160,0.09323319192934844
161,0.28695508681687565
162,0.41537156038309303
163,0.12217863653407408
164,0.13258290913515722
165,0.10468883177187124
166,0.12214361754427934
167,0.061803901608512145
168,0.22979395950894088
169,0.3465030715757686
170,0.16561723394550448
171,0.1535072316124676
172,0.17025257544979125
173,0.2602320165094198
174,0.31749469914504946
175,0.28754699706767456
176,0.13217058570049003
177,0.07169731010432423
178,0.2916977420196849
179,0.19454148698079682
180,0.07213055501629503
181,0.13118645604847118
182,0.2927880011783809
183,0.4111271548145108
184,0.2112774889567058
185,0.2367314289385575
186,0.2885889112137401
187,0.3253799228407554
188,0.18707923178914423
189,0.31103796132154876
190,0.3533333435401908
191,0.1844690331486054
192,0.1841228136315989
193,0.11805757546586124
194,0.2339953794182892
195,0.15321467389889012
196,0.10364703335743541
197,0.1069129352557381
198,0.21068235976678018
199,0.3108225183102061
200,0.13417988618860718
201,0.296840858802522
202,0.3263018717053274
203,0.0719854775984864
204,0.0690224894793964
205,0.20809880248152632
206,0.3838524576569726
207,0.06548835462851656
208,0.18480050404861068
209,0.16681543395295859
210,0.0715293779140727
211,0.08212759763947756
212,0.2650407967098766
213,0.18715677090857508
214,0.13080077516627103
215,0.10340130523335772
216,0.07413839323558648
217,0.12250485420120492
218,0.17371485685339957
219,0.12979265574185897
220,0.16491088068734408
221,0.3094755256615396
222,0.45350125727582075
223,0.10693769157817914
224,0.31103448911782816
225,0.11743093072358655
226,0.2628901497335687
227,0.34344507738964736
228,0.23554593038182212
229,0.3814315257778767
230,0.07149687228965065
231,0.13278081209588286
232,0.25833438779059387
233,0.38034306729677614
234,0.1483230161079303
235,0.10471067971024711
236,0.07970635258905073
237,0.16849645643458752
238,0.1716412385332433
239,0.1552149958798747
240,0.12216847746402364
241,0.21003799583649618
242,0.15206775901161204
243,0.23796319737991506
244,0.2812188202539978
245,0.25632632698809643
246,0.21749466702555142
247,0.41643950631897425
248,0.3266188989133351
249,0.28462240526039656
250,0.2612060065314414
251,0.08375262739249663
252,0.13200129886126066
253,0.10187458787743733
254,0.28851067280158577
255,0.13598272967938616
256,0.1552576561475982
257,0.07401069519447634
258,0.1916624774636579
259,0.06529026739487964
260,0.183936859577363
261,0.09353948635422926
262,0.32234340366019015
263,0.21579181937759084
264,0.23333623839501716
265,0.184685097091818
266,0.16938964575516938
267,0.1022452808934795
268,0.23120502844276555
