id,dep_delayed_15min
0,0.19327884033345738
1,0.1942441635122403
2,0.22407638735679988
3,0.289145675833825
4,0.3380311173834432
5,0.21915208710483694
6,0.1990535892854362
7,0.24549815458413538
8,0.24023758525586228
9,0.318736815253424
10,0.28710387417431493
11,0.32186297087361154
12,0.2152179184059591
13,0.2653609477246693
14,0.20069985953984756
15,0.3176966161158844
16,0.2427288412498131
17,0.2831235568848412
18,0.43958660035921904
19,0.17659509281611482
20,0.2875571016412229
21,0.2042020962493917
22,0.38822953370468355
23,0.24181943978664533
24,0.3047930963679754
25,0.29974663280027053
26,0.17896017605319525
27,0.21086329840850015
28,0.3283073494226677
29,0.24720653592265612
30,0.25543438200919466
31,0.4060215984773119
32,0.18057561891965257
33,0.31141604055786254
34,0.3928145377160878
35,0.30950028651651185
36,0.2751935560258346
37,0.2378300625564021
38,0.20924643215505978
39,0.2641924258191388
40,0.2377147931746199
41,0.26683581584796723
42,0.2504244126007646
43,0.3080673990820566
44,0.2385184222625923
45,0.40092553131584907
46,0.15658165897536896
47,0.24709752054526052
48,0.4134440817168836
49,0.22737237090438914
50,0.45637959086188257
51,0.21433790032541403
52,0.24577280940305857
53,0.3910672331375214
54,0.3243645165074994
55,0.23171516140425655
56,0.3045802493948034
57,0.3678794655932435
58,0.20453471870689927
59,0.33340028620052553
60,0.29748814161045567
61,0.21026274764984618
62,0.2436365837749709
63,0.28626825627005476
64,0.25456579268784196
65,0.2577711795837507
66,0.1838222400568205
67,0.25421954543427244
68,0.24477637568223043
69,0.2924466428624844
70,0.18562453925448058
71,0.2393127914037759
72,0.41095670935174144
73,0.30089241346886597
74,0.48255097405387537
75,0.33084865584077455
76,0.21311135544847096
77,0.23034869386350343
78,0.19902208281959105
79,0.24034496248990683
80,0.25764550615655396
81,0.2875945076621008
82,0.21964498767952212
83,0.2585984696155855
84,0.21490400669339263
85,0.17807581358753333
86,0.22929088526573516
87,0.2649722734974406
88,0.29203121398143933
89,0.27152452754165446
90,0.2773466210215947
91,0.2914562424790209
92,0.2692580177522313
93,0.24476815848018235
94,0.25754377323397265
95,0.2472422781072821
96,0.30618414302352553
97,0.25026428495601655
98,0.252656812896974
99,0.30935524275464216
100,0.23053650016891647
101,0.25351643357839004
102,0.23218348019527632
103,0.27035275732677544
104,0.17497050743180387
105,0.2318163151214218
106,0.29534385695703635
107,0.2239113594749044
108,0.25749585318734003
109,0.264701433771771
110,0.2904602684404968
111,0.27021089172853363
112,0.4593046724240437
113,0.19944213221460533
114,0.17650120672044578
115,0.23330424207779074
116,0.2090323923080982
117,0.4561119415851394
118,0.201259251929184
119,0.21323791383776536
120,0.3249062183163344
121,0.33407628553461804
122,0.27574157933221577
123,0.2497316061878342
124,0.26943042628326175
125,0.19838015127917985
126,0.20923256865675746
127,0.1887142662944426
128,0.19950735464869096
129,0.3884467509773575
130,0.3435298228989468
131,0.24706786155370636
132,0.19852421478483473
133,0.2718375509472794
134,0.2231967555046978
135,0.30128928773893426
136,0.3100264393840135
137,0.2523339529774714
138,0.18075882340224628
139,0.21531280072857215
140,0.3084604402037322
141,0.2964155005067849
142,0.30985079803465804
143,0.29739096677649457
144,0.2416077535775364
145,0.2927832512933478
146,0.30538299497908
147,0.27931944885931337
148,0.24880908711615407
149,0.38852942649091504
150,0.3935175559384734
151,0.29870992292614634
152,0.2171329667759902
153,0.21114177408021312
154,0.25129078334722815
155,0.23121003098175616
156,0.2828665452990589
157,0.26093682729171197
158,0.359702201029949
159,0.18049052764548873
160,0.21328186165360408
161,0.4292115366638473
162,0.4567843742941265
163,0.20777187239659278
164,0.30860276528056124
165,0.24841171157013733
166,0.2672924266825841
167,0.17523714292576203
168,0.2435677719486403
169,0.3223482661755508
170,0.3176009990000557
171,0.25928511176150637
172,0.22483974090623768
173,0.3233324035712743
174,0.3410563484907483
175,0.28041998780362837
176,0.25289665637747283
177,0.17027765268732828
178,0.3148430061458792
179,0.23640868269228943
180,0.2002769647957495
181,0.21637150043128361
182,0.29424768362104387
183,0.4760161168120087
184,0.28315217617357263
185,0.31335521376926684
186,0.29228532476626273
187,0.3766244441217356
188,0.309060138794257
189,0.31612373424943396
190,0.34737371689614416
191,0.3349455208603362
192,0.2751434425992465
193,0.2558321257329843
194,0.27003988838470844
195,0.24047714686601485
196,0.2116541932118461
197,0.2115380713507616
198,0.3202045136744065
199,0.2957572556502315
200,0.2772359008530376
201,0.34869131817084426
202,0.2710458439273992
203,0.16755134170195252
204,0.25175998622687706
205,0.3937753516792634
206,0.4238131277505711
207,0.19398666123194352
208,0.24242487563114323
209,0.226316485473055
210,0.19677013329064266
211,0.21318814877255016
212,0.30312946188989137
213,0.32551387788409036
214,0.259532213809499
215,0.27881216903985867
216,0.19367133020916946
217,0.27064779768393327
218,0.269143355611594
219,0.2897114080440223
220,0.26451160380072447
221,0.36713533172695323
222,0.3181332895417616
223,0.22903897547827137
224,0.32779074378931417
225,0.21174151607970174
226,0.3224147643172719
227,0.34556747574786645
228,0.3334952344538501
229,0.49728992243996156
230,0.18176210602146584
231,0.24437311962471434
232,0.256807264246991
233,0.3781824686566762
234,0.24822067839436168
235,0.2136563856868448
236,0.15400755233668548
237,0.2813938195738283
238,0.24328371303753368
239,0.23646231279880298
240,0.2589344608066631
241,0.33916671674767407
242,0.2250064311366267
243,0.29787582113024696
244,0.2624537742120034
245,0.2807293342936
246,0.336793363134513
247,0.4495275012241996
248,0.4936987364934191
249,0.3070372654451236
250,0.2587557779508277
251,0.2038793701648763
252,0.20296914228823765
253,0.27085419717661974
