session_id,target
1,0.00032448300285223936
2,5.4058126890246636e-08
3,3.4587003928758266e-07
4,3.5436984903816847e-07
5,8.466009835590738e-05
6,4.401946526396749e-05
7,0.0018853403266094085
8,0.001500665970010506
9,0.00012981831179967516
10,0.003666044037299987
11,5.0759181784962605e-05
12,1.0838962490489971e-05
13,5.215724133854964e-05
14,0.026624001671821836
15,0.0005686821544704173
16,0.00027087748389497556
17,0.022795363408930652
18,1.0092351480330232e-05
19,0.0013438994368805
20,1.4007401504028392e-07
21,0.030514661970998155
22,1.7433071386757326e-05
23,0.00019311294752845864
24,0.015637470208196353
25,0.06789410279580808
26,4.002631358711383e-06
27,0.00011621414744123694
28,4.5999433730300887e-07
29,0.02348055417784269
30,0.0007521343788667132
31,0.03472484325622194
32,0.013181526549573205
33,0.00010502554431868464
34,9.975643734644592e-06
35,0.015146751155457728
36,0.0002252851386697079
37,4.665134295141694e-08
38,1.1782383811912283e-07
39,0.0001551446050075132
40,4.692222699801788e-06
41,0.0011750212261445547
42,0.005811570111037044
43,5.048728797270961e-05
44,5.2771133813280985e-05
45,0.1925118786179105
46,0.00013828992833890032
47,0.00041913082035140137
48,6.090750491487171e-05
49,0.00016185568366118222
50,5.066832622677839e-06
51,1.2473633549461121e-07
52,7.730441036003366e-05
53,0.02315239220543942
54,0.00042969817219369973
55,0.0001735650036840959
56,0.020270910299981158
57,1.0029076816319569e-06
58,1.1641167470928388e-05
59,7.66979533294205e-06
60,6.208493033428423e-07
61,4.610941710016232e-06
62,0.00014347547481844783
63,5.447422116847411e-06
64,0.0002389657059975953
65,2.7334987764338888e-06
66,3.040463545337854e-07
67,9.372449372565658e-05
68,0.001162850484046671
69,0.04633358255690136
70,3.256896551545107e-05
71,0.0007873815846272037
72,0.00017699447638542108
73,0.2262657982935129
74,1.260022579620833e-06
75,7.503580837428609e-05
76,0.002119592983773401
77,0.0011235226161798808
78,0.004614604074036309
79,6.133838781227978e-05
80,2.238415815710591e-06
81,1.0576368232789101e-05
82,0.001306550893325446
83,4.991089987611484e-07
84,0.4327064098705289
85,9.935295293175962e-05
86,6.182184696558735e-07
87,0.005124842678089228
88,0.001074708016470922
89,0.0012423725486980794
90,0.04194902469891099
91,2.2066426923537848e-05
92,1.824741717089731e-06
93,0.04646773226570034
94,0.00016826079212005075
95,0.11036947955949364
96,1.387771896963962e-07
97,0.001128700527838819
98,1.8779144196020288e-05
99,1.2413734111534792e-05
100,7.173821588170642e-05
101,3.228045472040176e-05
102,0.15543984182124768
103,0.00017720526745558114
104,0.0002903184914410677
105,5.416552994352427e-05
106,5.4091725094912614e-05
107,0.015374257519562827
108,0.00013223453085050012
109,3.5129074140914133e-06
110,9.559773186227069e-06
111,0.0003870445013322719
112,2.6771880481201705e-07
113,0.0005561341312707475
114,1.9021686542447379e-06
115,4.3866469075278196e-05
116,3.059090102723485e-05
117,0.00018771291591947222
118,0.005615131424886989
119,0.00018895111208835918
120,0.0005316008619374294
121,1.0744647831358192e-05
122,1.4661854672459486e-05
123,5.8919218536742674e-05
124,0.00016520257876153372
125,0.0014531829154473047
126,3.749365715598873e-07
127,5.998552461346376e-07
128,3.296867957657472e-05
129,0.004126496380305098
130,0.004426828164724955
131,0.00017616163683919803
132,0.0022889615094604477
133,0.0013471684705597508
134,2.8304780848464808e-05
135,1.6102781743948384e-06
136,0.000526162483292474
137,4.8831371705209785e-05
138,0.0034242411993904327
139,1.086670019060731e-06
140,6.101544819730293e-05
141,2.7304779378150704e-08
142,2.094651091875393e-05
143,0.0001240132870630949
144,0.0028552667556619752
145,3.9947027535237875e-08
146,0.0008188980107660183
147,4.7119517339252506e-05
148,0.0028594856206177795
149,0.0018237715735027313
150,0.026159039566523695
151,1.0514483258233131e-06
152,0.014885850447150063
153,7.010229312656495e-05
154,0.0001073575152758761
155,0.00012054152428824281
156,1.2165791582429785e-05
157,1.2288002168445026e-05
158,0.0008903641096522595
159,7.410529996296668e-06
160,1.1269051383368155e-05
161,0.005998194511531388
162,1.7528793015396946e-05
163,0.0003811200989970858
164,0.0035313050068063014
165,5.584106262804642e-06
166,6.982518689321067e-06
167,0.012727212156979749
168,0.0018237715735027313
169,0.001331062436336215
170,0.0003975339042172941
171,0.0019653613017123544
172,0.0006797943069517605
173,0.00019989304545194058
174,0.0006584704903343652
175,0.2255292845189693
176,0.0037264700384250773
177,0.011259459318767843
178,6.84425670485234e-06
179,8.726918169247558e-05
180,0.0011113716365664002
181,2.7157664744059878e-05
182,0.0014533836489739342
183,1.3806576508706277e-05
184,4.702964028701461e-05
185,9.400727922204645e-05
186,0.00033234047531954705
187,1.7194797042837428e-06
188,6.679537803288829e-07
189,0.002593025270366526
190,0.00021068686344925258
191,5.558090902330561e-05
192,2.5738286258888653e-05
193,0.005459911906876927
194,0.0008649950102986998
195,2.836516555313956e-05
196,8.480823299021371e-07
197,0.00091399772466342
198,0.0022911095382005804
199,0.011034161218717678
200,4.294824470135698e-06
201,0.00010840199161790066
202,0.0182749216008543
203,4.878213229703493e-07
204,0.00027903106686145757
205,0.005363111219871208
206,5.46748901655135e-09
207,0.0007754306387948367
208,0.000876255697158353
209,6.876120526153495e-07
210,0.007145954040944916
211,0.0011676703923623845
212,0.013029062651010054
213,8.23613918274261e-06
214,0.02321570989307888
215,0.00110685255573428
216,0.003083700076686998
217,0.04498774785837266
218,0.0010233617792846977
219,0.00025785697332640243
220,0.002585168641012587
221,0.0033751587171709355
222,5.422909370678517e-05
223,0.02957656783017389
224,0.0007344683879199665
225,0.01582886351109203
226,0.004601769031285063
227,0.004218425121349122
228,0.0006384365571268877
229,3.50140947843707e-05
230,0.001184652511858417
231,7.008307151651888e-05
232,7.6100609902723655e-06
233,1.4098310530870823e-05
234,0.0022407125112328392
235,6.19041771443599e-05
236,0.00020085649882533652
237,0.0022025822928617572
238,0.0014807171825986644
239,0.0001551446050075132
240,0.0043824041389398235
241,3.6147091511804974e-05
242,9.9564617585872e-09
243,4.490676014902568e-08
244,2.152760971938445e-05
245,0.00015922324617635044
246,2.9034789229485964e-05
247,0.07979551198296311
248,0.0005014551270939429
249,2.849519033631525e-05
250,0.00024376810463608148
251,0.029837600885237302
252,2.257292726584955e-05
253,1.3628739924211995e-05
254,0.000689543523741499
255,0.0015546309139571836
256,7.330358811790351e-08
257,0.00019548031458144078
258,0.005861688692000622
259,0.003152994443512075
260,0.000990093635337548
261,0.00014706217599473644
262,0.0014824270690927705
263,0.0005910121019628968
264,0.0014023316698534346
265,7.75008257585567e-05
266,3.849983297958113e-06
267,3.9746347857566957e-10
268,5.311266796347191e-05
269,0.0005098379400276295
270,7.697062432363914e-05
271,4.779554794412738e-06
272,7.040082436384901e-05
273,8.024577049239797e-06
274,0.001284867537669277
275,0.007429738876044418
276,1.2151780382059433e-06
277,0.0012526338668958476
278,0.012136597415445335
279,7.159269251589305e-06
280,0.0020150905375888556
281,2.0117362756940816e-05
282,0.007424559408964441
283,0.0021358055610052463
284,4.083273715039309e-05
285,9.54761847221867e-06
286,2.1908660142765078e-07
287,0.00206432351157904
